cluster,n,m,modularity,connectivity,connectivity_normalized_log10(n),connectivity_normalized_log2(n),connectivity_normalized_sqrt(n)/5,conductance
302,512,2815,0.00041089819448506464,0.0,0.0,0.0,0.0,0.7692622950819672
275,512,7667,0.0011086638133528154,0.0,0.0,0.0,0.0,0.7428691204829379
325,511,1231,0.0001803688239265818,1.0,0.3692188315155379,0.11114594325018258,0.22118697760190442,0.7874104136084967
189,511,1821,0.00026473067586030996,0.0,0.0,0.0,0.0,0.8492923942729455
312,512,7050,0.0010328398834789146,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.49969839974452684
171,500,668,9.715879155059796e-05,0.0,0.0,0.0,0.0,0.9068015347052668
183,496,736,0.00010738594172319476,0.0,0.0,0.0,0.0,0.8851166783735269
193,512,1243,0.00017650002528966577,0.0,0.0,0.0,0.0,0.9274901560449176
35,512,3081,0.0004304565368571361,0.0,0.0,0.0,0.0,0.9050656313551488
48,512,2822,0.00039332663137848074,0.0,0.0,0.0,0.0,0.9111307058842054
114,512,2889,0.00041510703203732495,0.0,0.0,0.0,0.0,0.8649147826900148
253,512,4188,0.0006130449160828971,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.6477267948016991
331,508,940,0.00013726711222114663,0.0,0.0,0.0,0.0,0.862933799941674
243,512,4287,0.0006012391180764598,0.0,0.0,0.0,0.0,0.8837439492345867
158,509,1119,0.0001623938562053781,0.0,0.0,0.0,0.0,0.8896177558569667
51,512,1893,0.0002663274196744127,0.0,0.0,0.0,0.0,0.9201232119498713
215,512,10159,0.0014247484037686483,0.0,0.0,0.0,0.0,0.8210640340293618
128,512,16140,0.002347749091302066,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.5399153375807072
213,512,2984,0.0004109505463680316,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9170857762093974
109,512,4194,0.0006014898522318604,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8432676856384768
199,511,1608,0.00023086466380675276,0.0,0.0,0.0,0.0,0.900838677849038
58,511,1662,0.0002417315091280415,0.0,0.0,0.0,0.0,0.853043901145055
230,512,9332,0.0013575861685666327,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.6485651879189576
223,512,15164,0.002079867527794554,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.818420217574825
168,507,1225,0.00017855314406577276,0.0,0.0,0.0,0.0,0.8600719629904621
84,508,998,0.00014500791833134974,0.0,0.0,0.0,0.0,0.8908573928258967
201,512,3705,0.0005342173604966869,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8343875019556132
11,512,2188,0.0003005178815948717,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9303583932777388
166,512,5182,0.0007440137284789528,0.0,0.0,0.0,0.0,0.8218876744345913
101,512,9264,0.0013200344382549721,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.7917032040472175
307,510,1224,0.00017896386926173256,0.0,0.0,0.0,0.0,0.8283791362871564
80,512,8118,0.0011854266519085836,0.0,0.0,0.0,0.0,0.5980093589838817
13,512,1885,0.00026068254767391006,0.0,0.0,0.0,0.0,0.9319850619711704
92,512,3522,0.0004936297832713618,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8953172138090921
266,286,391,5.7423993571170226e-05,0.0,0.0,0.0,0.0,0.8149988171279867
306,512,6339,0.0009258649100653464,0.0,0.0,0.0,0.0,0.6390810487659065
202,509,1051,0.00015264533140855617,0.0,0.0,0.0,0.0,0.8898149604235467
15,512,1206,0.00016913537931355013,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9383482861743732
94,512,4941,0.0006770751723828756,0.0,0.0,0.0,0.0,0.8970013445483256
245,511,1977,0.00028666136937280937,0.0,0.0,0.0,0.0,0.8577186038143217
257,512,2125,0.0003114750748725524,0.0,0.0,0.0,0.0,0.7068561180852532
0,512,1818,0.00025079966404829645,0.0,0.0,0.0,0.0,0.9344545995349088
116,512,3412,0.0004926950034693947,0.0,0.0,0.0,0.0,0.8349617877527329
22,512,4112,0.000555831308271224,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9136633247598551
102,510,1158,0.0001667357313139143,0.0,0.0,0.0,0.0,0.9104581480765513
43,512,1185,0.00015496053942121708,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9603871032442461
14,512,3158,0.00045714329610703887,0.0,0.0,0.0,0.0,0.8296242345768929
76,512,2729,0.0003956238788888297,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8339266697094173
160,512,1889,0.000270432080850862,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.898268573121146
77,511,1262,0.00018255976806271144,0.0,0.0,0.0,0.0,0.8944727820051844
37,509,1615,0.00023344863745155715,0.0,0.0,0.0,0.0,0.8831868648511808
49,512,8184,0.0011596420670516169,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8191521097815638
155,510,2007,0.00029158242591474935,0.0,0.0,0.0,0.0,0.8458939609168042
335,507,898,0.0001307690900118801,0.0,0.0,0.0,0.0,0.8857579034412569
185,512,8847,0.0012773585538253724,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.7350959667035961
281,512,3433,0.0005017607198298288,0.0,0.0,0.0,0.0,0.7208716155785023
40,511,2010,0.0002926669954461678,0.0,0.0,0.0,0.0,0.8300570703868104
132,512,5599,0.0008110264518165766,0.0,0.0,0.0,0.0,0.7684306305188494
322,512,3153,0.00046089068060065915,0.0,0.0,0.0,0.0,0.7300513698630137
153,492,709,0.00010325892744241996,0.0,0.0,0.0,0.0,0.8978827596139997
